"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",119.1674,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXNB","National Index","A","Annual","2021","2021","IDX","Index","0","Units","2013M12_100","2013M12=100",124.4843,,
"USA","United States","CP020000","CPI: 02 - Alcoholic beverages, tobacco and narcotics","IXNB","National Index","A","Annual","2022","2022","IDX","Index","0","Units","2013M12_100","2013M12=100",131.046,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.631393,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.450456,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.102681,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.3951694,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.9987356,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.02269053,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,-0.3733105,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.3271379,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.9156038,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-4.453169,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.394024,,
"USA","United States","CP030000","CPI: 03 - Clothing and footwear","GP","Percentage change from previous period","A","Annual","2022","2022","PC","Percentage","0","Units",,,5.415234,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1965","1965","IDX","Index","0","Units","1982-84_100","1982-84=100",31.50833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1966","1966","IDX","Index","0","Units","1982-84_100","1982-84=100",32.45833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1967","1967","IDX","Index","0","Units","1982-84_100","1982-84=100",33.35833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1968","1968","IDX","Index","0","Units","1982-84_100","1982-84=100",34.78333,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1969","1969","IDX","Index","0","Units","1982-84_100","1982-84=100",36.68333,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1970","1970","IDX","Index","0","Units","1982-84_100","1982-84=100",38.825,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1971","1971","IDX","Index","0","Units","1982-84_100","1982-84=100",40.49166,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1972","1972","IDX","Index","0","Units","1982-84_100","1982-84=100",41.81667,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1973","1973","IDX","Index","0","Units","1982-84_100","1982-84=100",44.4,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1974","1974","IDX","Index","0","Units","1982-84_100","1982-84=100",49.30833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1975","1975","IDX","Index","0","Units","1982-84_100","1982-84=100",53.81667,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1976","1976","IDX","Index","0","Units","1982-84_100","1982-84=100",56.90833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1977","1977","IDX","Index","0","Units","1982-84_100","1982-84=100",60.60833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1978","1978","IDX","Index","0","Units","1982-84_100","1982-84=100",65.23333,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1979","1979","IDX","Index","0","Units","1982-84_100","1982-84=100",72.575,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1980","1980","IDX","Index","0","Units","1982-84_100","1982-84=100",82.40833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1981","1981","IDX","Index","0","Units","1982-84_100","1982-84=100",90.925,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1982","1982","IDX","Index","0","Units","1982-84_100","1982-84=100",96.5,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1983","1983","IDX","Index","0","Units","1982-84_100","1982-84=100",99.6,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1984","1984","IDX","Index","0","Units","1982-84_100","1982-84=100",103.8833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1985","1985","IDX","Index","0","Units","1982-84_100","1982-84=100",107.5667,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1986","1986","IDX","Index","0","Units","1982-84_100","1982-84=100",109.6083,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1987","1987","IDX","Index","0","Units","1982-84_100","1982-84=100",113.625,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1988","1988","IDX","Index","0","Units","1982-84_100","1982-84=100",118.2583,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1989","1989","IDX","Index","0","Units","1982-84_100","1982-84=100",123.9667,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1990","1990","IDX","Index","0","Units","1982-84_100","1982-84=100",130.6583,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1991","1991","IDX","Index","0","Units","1982-84_100","1982-84=100",136.1917,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1992","1992","IDX","Index","0","Units","1982-84_100","1982-84=100",140.3167,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1993","1993","IDX","Index","0","Units","1982-84_100","1982-84=100",144.4583,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1994","1994","IDX","Index","0","Units","1982-84_100","1982-84=100",148.225,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1995","1995","IDX","Index","0","Units","1982-84_100","1982-84=100",152.3833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1996","1996","IDX","Index","0","Units","1982-84_100","1982-84=100",156.85,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1997","1997","IDX","Index","0","Units","1982-84_100","1982-84=100",160.5167,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1998","1998","IDX","Index","0","Units","1982-84_100","1982-84=100",163.0083,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","1999","1999","IDX","Index","0","Units","1982-84_100","1982-84=100",166.575,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2000","2000","IDX","Index","0","Units","1982-84_100","1982-84=100",172.2,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2001","2001","IDX","Index","0","Units","1982-84_100","1982-84=100",177.0667,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2002","2002","IDX","Index","0","Units","1982-84_100","1982-84=100",179.875,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2003","2003","IDX","Index","0","Units","1982-84_100","1982-84=100",183.9583,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2004","2004","IDX","Index","0","Units","1982-84_100","1982-84=100",188.8833,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2005","2005","IDX","Index","0","Units","1982-84_100","1982-84=100",195.2917,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2006","2006","IDX","Index","0","Units","1982-84_100","1982-84=100",201.5917,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2007","2007","IDX","Index","0","Units","1982-84_100","1982-84=100",207.3424,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2008","2008","IDX","Index","0","Units","1982-84_100","1982-84=100",215.3025,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2009","2009","IDX","Index","0","Units","1982-84_100","1982-84=100",214.537,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2010","2010","IDX","Index","0","Units","1982-84_100","1982-84=100",218.0555,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","1982-84_100","1982-84=100",224.9392,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","1982-84_100","1982-84=100",229.5939,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","1982-84_100","1982-84=100",232.9571,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","1982-84_100","1982-84=100",236.7362,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","1982-84_100","1982-84=100",237.017,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","1982-84_100","1982-84=100",240.0072,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","1982-84_100","1982-84=100",245.1196,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","1982-84_100","1982-84=100",251.1068,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","1982-84_100","1982-84=100",255.6574,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","1982-84_100","1982-84=100",258.8112,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2021","2021","IDX","Index","0","Units","1982-84_100","1982-84=100",270.9698,,
"USA","United States","CPALTT01","CPI: 01-12 - All items","IXNB","National Index","A","Annual","2022","2022","IDX","Index","0","Units","1982-84_100","1982-84=100",292.6549,,
